"model","scenario","year","variable","value"
"ACCESS-CM2","ssp126",1990,"global_tas",0.400595449489117
"ACCESS-CM2","ssp126",1990,"land_tas",0.491083464052281
"ACCESS-CM2","ssp126",1990,"sst",0.311414013071895
"ACCESS-CM2","ssp126",1991,"global_tas",0.395891056363458
"ACCESS-CM2","ssp126",1991,"land_tas",0.451260130718936
"ACCESS-CM2","ssp126",1991,"sst",0.277800540849673
"ACCESS-CM2","ssp126",1992,"global_tas",0.101451322009249
"ACCESS-CM2","ssp126",1992,"land_tas",-0.0539232026143849
"ACCESS-CM2","ssp126",1992,"sst",0.080703985294119
"ACCESS-CM2","ssp126",1993,"global_tas",0.155431121495819
"ACCESS-CM2","ssp126",1993,"land_tas",0.120720130718932
"ACCESS-CM2","ssp126",1993,"sst",0.119705568627451
"ACCESS-CM2","ssp126",1994,"global_tas",0.240774696544444
"ACCESS-CM2","ssp126",1994,"land_tas",0.319576797385613
"ACCESS-CM2","ssp126",1994,"sst",0.142626485294117
"ACCESS-CM2","ssp126",1995,"global_tas",0.272834630069156
"ACCESS-CM2","ssp126",1995,"land_tas",0.262630130718947
"ACCESS-CM2","ssp126",1995,"sst",0.182186985294118
"ACCESS-CM2","ssp126",1996,"global_tas",0.37701347198229
"ACCESS-CM2","ssp126",1996,"land_tas",0.409973464052276
"ACCESS-CM2","ssp126",1996,"sst",0.237226068627451
"ACCESS-CM2","ssp126",1997,"global_tas",0.392447740001216
"ACCESS-CM2","ssp126",1997,"land_tas",0.387200130718933
"ACCESS-CM2","ssp126",1997,"sst",0.260831929738563
"ACCESS-CM2","ssp126",1998,"global_tas",0.471232442163057
"ACCESS-CM2","ssp126",1998,"land_tas",0.556656797385604
"ACCESS-CM2","ssp126",1998,"sst",0.30100870751634
"ACCESS-CM2","ssp126",1999,"global_tas",0.606057005731771
"ACCESS-CM2","ssp126",1999,"land_tas",0.751510130718941
"ACCESS-CM2","ssp126",1999,"sst",0.415902013071895
"ACCESS-CM2","ssp126",2000,"global_tas",0.611882356099879
"ACCESS-CM2","ssp126",2000,"land_tas",0.744126797385604
"ACCESS-CM2","ssp126",2000,"sst",0.396793207516341
"ACCESS-CM2","ssp126",2001,"global_tas",0.712969808164473
"ACCESS-CM2","ssp126",2001,"land_tas",0.944383464052274
"ACCESS-CM2","ssp126",2001,"sst",0.474460985294118
"ACCESS-CM2","ssp126",2002,"global_tas",0.691006090475165
"ACCESS-CM2","ssp126",2002,"land_tas",0.853970130718948
"ACCESS-CM2","ssp126",2002,"sst",0.451671874183006
"ACCESS-CM2","ssp126",2003,"global_tas",0.685714342284958
"ACCESS-CM2","ssp126",2003,"land_tas",0.875883464052265
"ACCESS-CM2","ssp126",2003,"sst",0.452873763071894
"ACCESS-CM2","ssp126",2004,"global_tas",0.664645546897077
"ACCESS-CM2","ssp126",2004,"land_tas",0.792000130718937
"ACCESS-CM2","ssp126",2004,"sst",0.475145846405228
"ACCESS-CM2","ssp126",2005,"global_tas",0.702467668621675
"ACCESS-CM2","ssp126",2005,"land_tas",0.864796797385603
"ACCESS-CM2","ssp126",2005,"sst",0.474891429738562
"ACCESS-CM2","ssp126",2006,"global_tas",0.725432974503122
"ACCESS-CM2","ssp126",2006,"land_tas",0.967080130718937
"ACCESS-CM2","ssp126",2006,"sst",0.47892170751634
"ACCESS-CM2","ssp126",2007,"global_tas",0.670998353509769
"ACCESS-CM2","ssp126",2007,"land_tas",0.791736797385607
"ACCESS-CM2","ssp126",2007,"sst",0.461160485294118
"ACCESS-CM2","ssp126",2008,"global_tas",0.700101713800412
"ACCESS-CM2","ssp126",2008,"land_tas",0.860590130718947
"ACCESS-CM2","ssp126",2008,"sst",0.462961401960784
"ACCESS-CM2","ssp126",2009,"global_tas",0.710379951300922
"ACCESS-CM2","ssp126",2009,"land_tas",0.883133464052283
"ACCESS-CM2","ssp126",2009,"sst",0.486080790849674
"ACCESS-CM2","ssp126",2010,"global_tas",0.825921111136893
"ACCESS-CM2","ssp126",2010,"land_tas",1.09652679738559
"ACCESS-CM2","ssp126",2010,"sst",0.563457679738562
"ACCESS-CM2","ssp126",2011,"global_tas",0.81522487751253
"ACCESS-CM2","ssp126",2011,"land_tas",0.968333464052268
"ACCESS-CM2","ssp126",2011,"sst",0.544180207516339
"ACCESS-CM2","ssp126",2012,"global_tas",0.943118133426309
"ACCESS-CM2","ssp126",2012,"land_tas",1.24614013071893
"ACCESS-CM2","ssp126",2012,"sst",0.632146568627451
"ACCESS-CM2","ssp126",2013,"global_tas",0.876029019889889
"ACCESS-CM2","ssp126",2013,"land_tas",1.09359346405228
"ACCESS-CM2","ssp126",2013,"sst",0.585726901960785
"ACCESS-CM2","ssp126",2014,"global_tas",0.969418539177525
"ACCESS-CM2","ssp126",2014,"land_tas",1.19831679738561
"ACCESS-CM2","ssp126",2014,"sst",0.653595346405229
"ACCESS-CM2","ssp126",2015,"global_tas",0.967431361807862
"ACCESS-CM2","ssp126",2015,"land_tas",1.20884346405226
"ACCESS-CM2","ssp126",2015,"sst",0.670616772667855
"ACCESS-CM2","ssp126",2016,"global_tas",1.08021054868444
"ACCESS-CM2","ssp126",2016,"land_tas",1.40114013071893
"ACCESS-CM2","ssp126",2016,"sst",0.720315439334521
"ACCESS-CM2","ssp126",2017,"global_tas",1.03380406110478
"ACCESS-CM2","ssp126",2017,"land_tas",1.21669346405228
"ACCESS-CM2","ssp126",2017,"sst",0.713407039334521
"ACCESS-CM2","ssp126",2018,"global_tas",1.08645603508863
"ACCESS-CM2","ssp126",2018,"land_tas",1.28340346405228
"ACCESS-CM2","ssp126",2018,"sst",0.763505139334521
"ACCESS-CM2","ssp126",2019,"global_tas",1.21577227612675
"ACCESS-CM2","ssp126",2019,"land_tas",1.57186013071894
"ACCESS-CM2","ssp126",2019,"sst",0.810184306001188
"ACCESS-CM2","ssp126",2020,"global_tas",1.23256551930251
"ACCESS-CM2","ssp126",2020,"land_tas",1.59313013071894
"ACCESS-CM2","ssp126",2020,"sst",0.817303106001188
"ACCESS-CM2","ssp126",2021,"global_tas",1.20670809971089
"ACCESS-CM2","ssp126",2021,"land_tas",1.47052679738562
"ACCESS-CM2","ssp126",2021,"sst",0.825004939334521
"ACCESS-CM2","ssp126",2022,"global_tas",1.2899034687105
"ACCESS-CM2","ssp126",2022,"land_tas",1.66617346405229
"ACCESS-CM2","ssp126",2022,"sst",0.860602606001188
"ACCESS-CM2","ssp126",2023,"global_tas",1.33221611890095
"ACCESS-CM2","ssp126",2023,"land_tas",1.67481679738561
"ACCESS-CM2","ssp126",2023,"sst",0.918927339334521
"ACCESS-CM2","ssp126",2024,"global_tas",1.49301367736126
"ACCESS-CM2","ssp126",2024,"land_tas",1.96605013071894
"ACCESS-CM2","ssp126",2024,"sst",1.04861320600119
"ACCESS-CM2","ssp126",2025,"global_tas",1.45493333935112
"ACCESS-CM2","ssp126",2025,"land_tas",1.86246013071895
"ACCESS-CM2","ssp126",2025,"sst",0.985374739334521
"ACCESS-CM2","ssp126",2026,"global_tas",1.45781586261361
"ACCESS-CM2","ssp126",2026,"land_tas",1.80045346405228
"ACCESS-CM2","ssp126",2026,"sst",1.00156673933452
"ACCESS-CM2","ssp126",2027,"global_tas",1.53144209976921
"ACCESS-CM2","ssp126",2027,"land_tas",1.94717013071893
"ACCESS-CM2","ssp126",2027,"sst",1.05075620600119
"ACCESS-CM2","ssp126",2028,"global_tas",1.64313470126696
"ACCESS-CM2","ssp126",2028,"land_tas",2.19078346405227
"ACCESS-CM2","ssp126",2028,"sst",1.10005430600119
"ACCESS-CM2","ssp126",2029,"global_tas",1.60005875447884
"ACCESS-CM2","ssp126",2029,"land_tas",1.98785679738563
"ACCESS-CM2","ssp126",2029,"sst",1.10467107266785
"ACCESS-CM2","ssp126",2030,"global_tas",1.65402877236621
"ACCESS-CM2","ssp126",2030,"land_tas",2.1192567973856
"ACCESS-CM2","ssp126",2030,"sst",1.16549597266785
"ACCESS-CM2","ssp126",2031,"global_tas",1.5934669412848
"ACCESS-CM2","ssp126",2031,"land_tas",2.10127679738561
"ACCESS-CM2","ssp126",2031,"sst",1.09703930600119
"ACCESS-CM2","ssp126",2032,"global_tas",1.51711166235596
"ACCESS-CM2","ssp126",2032,"land_tas",1.85585013071894
"ACCESS-CM2","ssp126",2032,"sst",1.07892133933452
"ACCESS-CM2","ssp126",2033,"global_tas",1.65109837561693
"ACCESS-CM2","ssp126",2033,"land_tas",2.16118013071895
"ACCESS-CM2","ssp126",2033,"sst",1.15774897266785
"ACCESS-CM2","ssp126",2034,"global_tas",1.62707324297507
"ACCESS-CM2","ssp126",2034,"land_tas",2.08580346405228
"ACCESS-CM2","ssp126",2034,"sst",1.14581963933452
"ACCESS-CM2","ssp126",2035,"global_tas",1.73113665988071
"ACCESS-CM2","ssp126",2035,"land_tas",2.30811346405229
"ACCESS-CM2","ssp126",2035,"sst",1.20539897266785
"ACCESS-CM2","ssp126",2036,"global_tas",1.74071055548567
"ACCESS-CM2","ssp126",2036,"land_tas",2.26539346405228
"ACCESS-CM2","ssp126",2036,"sst",1.22779397266785
"ACCESS-CM2","ssp126",2037,"global_tas",1.79913285597231
"ACCESS-CM2","ssp126",2037,"land_tas",2.29120346405227
"ACCESS-CM2","ssp126",2037,"sst",1.27208230600119
"ACCESS-CM2","ssp126",2038,"global_tas",1.92518362790925
"ACCESS-CM2","ssp126",2038,"land_tas",2.42877346405227
"ACCESS-CM2","ssp126",2038,"sst",1.33768397266785
"ACCESS-CM2","ssp126",2039,"global_tas",1.90774858779472
"ACCESS-CM2","ssp126",2039,"land_tas",2.38843013071894
"ACCESS-CM2","ssp126",2039,"sst",1.31499097266785
"ACCESS-CM2","ssp126",2040,"global_tas",1.980466983805
"ACCESS-CM2","ssp126",2040,"land_tas",2.48231013071895
"ACCESS-CM2","ssp126",2040,"sst",1.38514630600119
"ACCESS-CM2","ssp126",2041,"global_tas",1.99882854263124
"ACCESS-CM2","ssp126",2041,"land_tas",2.49732679738561
"ACCESS-CM2","ssp126",2041,"sst",1.38963663933452
"ACCESS-CM2","ssp126",2042,"global_tas",2.10823144885067
"ACCESS-CM2","ssp126",2042,"land_tas",2.7428967973856
"ACCESS-CM2","ssp126",2042,"sst",1.43603997266785
"ACCESS-CM2","ssp126",2043,"global_tas",2.09627346239853
"ACCESS-CM2","ssp126",2043,"land_tas",2.67934346405228
"ACCESS-CM2","ssp126",2043,"sst",1.44861663933452
"ACCESS-CM2","ssp126",2044,"global_tas",2.07929043091485
"ACCESS-CM2","ssp126",2044,"land_tas",2.66221346405229
"ACCESS-CM2","ssp126",2044,"sst",1.43174463933452
"ACCESS-CM2","ssp126",2045,"global_tas",2.07562351207438
"ACCESS-CM2","ssp126",2045,"land_tas",2.69867679738561
"ACCESS-CM2","ssp126",2045,"sst",1.42504130600119
"ACCESS-CM2","ssp126",2046,"global_tas",2.12967733172716
"ACCESS-CM2","ssp126",2046,"land_tas",2.7232967973856
"ACCESS-CM2","ssp126",2046,"sst",1.47838963933452
"ACCESS-CM2","ssp126",2047,"global_tas",2.13948743467307
"ACCESS-CM2","ssp126",2047,"land_tas",2.69080346405226
"ACCESS-CM2","ssp126",2047,"sst",1.47723863933452
"ACCESS-CM2","ssp126",2048,"global_tas",2.11908231957058
"ACCESS-CM2","ssp126",2048,"land_tas",2.76475346405226
"ACCESS-CM2","ssp126",2048,"sst",1.45780197266785
"ACCESS-CM2","ssp126",2049,"global_tas",2.13291522614088
"ACCESS-CM2","ssp126",2049,"land_tas",2.68002679738561
"ACCESS-CM2","ssp126",2049,"sst",1.46116997266785
"ACCESS-CM2","ssp126",2050,"global_tas",2.11220109434532
"ACCESS-CM2","ssp126",2050,"land_tas",2.70730013071894
"ACCESS-CM2","ssp126",2050,"sst",1.46065363933452
"ACCESS-CM2","ssp126",2051,"global_tas",2.19367203250956
"ACCESS-CM2","ssp126",2051,"land_tas",2.7874767973856
"ACCESS-CM2","ssp126",2051,"sst",1.52557497266785
"ACCESS-CM2","ssp126",2052,"global_tas",2.33589376538546
"ACCESS-CM2","ssp126",2052,"land_tas",3.03728679738562
"ACCESS-CM2","ssp126",2052,"sst",1.60679663933452
"ACCESS-CM2","ssp126",2053,"global_tas",2.34532222319442
"ACCESS-CM2","ssp126",2053,"land_tas",2.93786679738562
"ACCESS-CM2","ssp126",2053,"sst",1.64844297266785
"ACCESS-CM2","ssp126",2054,"global_tas",2.27743248244455
"ACCESS-CM2","ssp126",2054,"land_tas",2.93407013071894
"ACCESS-CM2","ssp126",2054,"sst",1.58370830600119
"ACCESS-CM2","ssp126",2055,"global_tas",2.21989729433858
"ACCESS-CM2","ssp126",2055,"land_tas",2.77658679738562
"ACCESS-CM2","ssp126",2055,"sst",1.56922197266785
"ACCESS-CM2","ssp126",2056,"global_tas",2.41812666640942
"ACCESS-CM2","ssp126",2056,"land_tas",3.1478767973856
"ACCESS-CM2","ssp126",2056,"sst",1.67311197266785
"ACCESS-CM2","ssp126",2057,"global_tas",2.26049454190581
"ACCESS-CM2","ssp126",2057,"land_tas",2.8007067973856
"ACCESS-CM2","ssp126",2057,"sst",1.62349530600119
"ACCESS-CM2","ssp126",2058,"global_tas",2.39471448159255
"ACCESS-CM2","ssp126",2058,"land_tas",3.11276346405227
"ACCESS-CM2","ssp126",2058,"sst",1.66534097266785
"ACCESS-CM2","ssp126",2059,"global_tas",2.28505946579022
"ACCESS-CM2","ssp126",2059,"land_tas",2.91178346405225
"ACCESS-CM2","ssp126",2059,"sst",1.60156963933452
"ACCESS-CM2","ssp126",2060,"global_tas",2.39112416649071
"ACCESS-CM2","ssp126",2060,"land_tas",3.08218013071894
"ACCESS-CM2","ssp126",2060,"sst",1.65946697266785
"ACCESS-CM2","ssp126",2061,"global_tas",2.36135071132842
"ACCESS-CM2","ssp126",2061,"land_tas",2.93306346405228
"ACCESS-CM2","ssp126",2061,"sst",1.66021997266785
"ACCESS-CM2","ssp126",2062,"global_tas",2.42139241204919
"ACCESS-CM2","ssp126",2062,"land_tas",3.12124679738561
"ACCESS-CM2","ssp126",2062,"sst",1.67832730600119
"ACCESS-CM2","ssp126",2063,"global_tas",2.41436077075893
"ACCESS-CM2","ssp126",2063,"land_tas",3.0381967973856
"ACCESS-CM2","ssp126",2063,"sst",1.70004563933452
"ACCESS-CM2","ssp126",2064,"global_tas",2.44962137693746
"ACCESS-CM2","ssp126",2064,"land_tas",2.99719013071895
"ACCESS-CM2","ssp126",2064,"sst",1.73187897266785
"ACCESS-CM2","ssp126",2065,"global_tas",2.38753300539855
"ACCESS-CM2","ssp126",2065,"land_tas",2.98818346405227
"ACCESS-CM2","ssp126",2065,"sst",1.66149397266785
"ACCESS-CM2","ssp126",2066,"global_tas",2.44430174562602
"ACCESS-CM2","ssp126",2066,"land_tas",3.07417013071894
"ACCESS-CM2","ssp126",2066,"sst",1.70977563933452
"ACCESS-CM2","ssp126",2067,"global_tas",2.57121791349058
"ACCESS-CM2","ssp126",2067,"land_tas",3.29906679738561
"ACCESS-CM2","ssp126",2067,"sst",1.77099563933452
"ACCESS-CM2","ssp126",2068,"global_tas",2.42773066558827
"ACCESS-CM2","ssp126",2068,"land_tas",3.01045679738561
"ACCESS-CM2","ssp126",2068,"sst",1.70841463933452
"ACCESS-CM2","ssp126",2069,"global_tas",2.486618287631
"ACCESS-CM2","ssp126",2069,"land_tas",3.09682013071893
"ACCESS-CM2","ssp126",2069,"sst",1.75524797266785
"ACCESS-CM2","ssp126",2070,"global_tas",2.47175192816686
"ACCESS-CM2","ssp126",2070,"land_tas",3.07489679738561
"ACCESS-CM2","ssp126",2070,"sst",1.75390830600119
"ACCESS-CM2","ssp126",2071,"global_tas",2.43894790255251
"ACCESS-CM2","ssp126",2071,"land_tas",3.01941679738561
"ACCESS-CM2","ssp126",2071,"sst",1.72814430600119
"ACCESS-CM2","ssp126",2072,"global_tas",2.38135816284129
"ACCESS-CM2","ssp126",2072,"land_tas",2.98736013071895
"ACCESS-CM2","ssp126",2072,"sst",1.67108763933452
"ACCESS-CM2","ssp126",2073,"global_tas",2.39275420710523
"ACCESS-CM2","ssp126",2073,"land_tas",2.9824367973856
"ACCESS-CM2","ssp126",2073,"sst",1.67815830600119
"ACCESS-CM2","ssp126",2074,"global_tas",2.43509395966523
"ACCESS-CM2","ssp126",2074,"land_tas",3.01578346405228
"ACCESS-CM2","ssp126",2074,"sst",1.70811663933452
"ACCESS-CM2","ssp126",2075,"global_tas",2.40990016264306
"ACCESS-CM2","ssp126",2075,"land_tas",2.9625167973856
"ACCESS-CM2","ssp126",2075,"sst",1.68720697266785
"ACCESS-CM2","ssp126",2076,"global_tas",2.40240857708879
"ACCESS-CM2","ssp126",2076,"land_tas",3.04159013071895
"ACCESS-CM2","ssp126",2076,"sst",1.67510363933452
"ACCESS-CM2","ssp126",2077,"global_tas",2.41157689269822
"ACCESS-CM2","ssp126",2077,"land_tas",3.00634013071893
"ACCESS-CM2","ssp126",2077,"sst",1.71393097266785
"ACCESS-CM2","ssp126",2078,"global_tas",2.43255093381142
"ACCESS-CM2","ssp126",2078,"land_tas",3.02401013071892
"ACCESS-CM2","ssp126",2078,"sst",1.72973363933452
"ACCESS-CM2","ssp126",2079,"global_tas",2.53546547465027
"ACCESS-CM2","ssp126",2079,"land_tas",3.20149679738561
"ACCESS-CM2","ssp126",2079,"sst",1.78346697266785
"ACCESS-CM2","ssp126",2080,"global_tas",2.47421345811671
"ACCESS-CM2","ssp126",2080,"land_tas",3.11598346405227
"ACCESS-CM2","ssp126",2080,"sst",1.72394497266785
"ACCESS-CM2","ssp126",2081,"global_tas",2.53959636728104
"ACCESS-CM2","ssp126",2081,"land_tas",3.15032013071895
"ACCESS-CM2","ssp126",2081,"sst",1.77956330600119
"ACCESS-CM2","ssp126",2082,"global_tas",2.56677350020903
"ACCESS-CM2","ssp126",2082,"land_tas",3.17948679738561
"ACCESS-CM2","ssp126",2082,"sst",1.81970397266785
"ACCESS-CM2","ssp126",2083,"global_tas",2.4640161871229
"ACCESS-CM2","ssp126",2083,"land_tas",3.05635013071893
"ACCESS-CM2","ssp126",2083,"sst",1.74311597266785
"ACCESS-CM2","ssp126",2084,"global_tas",2.49940663308833
"ACCESS-CM2","ssp126",2084,"land_tas",3.10294346405228
"ACCESS-CM2","ssp126",2084,"sst",1.75193630600119
"ACCESS-CM2","ssp126",2085,"global_tas",2.44875604806907
"ACCESS-CM2","ssp126",2085,"land_tas",3.00046679738561
"ACCESS-CM2","ssp126",2085,"sst",1.73662163933452
"ACCESS-CM2","ssp126",2086,"global_tas",2.44115087549619
"ACCESS-CM2","ssp126",2086,"land_tas",2.99772346405228
"ACCESS-CM2","ssp126",2086,"sst",1.72758663933452
"ACCESS-CM2","ssp126",2087,"global_tas",2.4723760585753
"ACCESS-CM2","ssp126",2087,"land_tas",3.05199679738562
"ACCESS-CM2","ssp126",2087,"sst",1.76331430600119
"ACCESS-CM2","ssp126",2088,"global_tas",2.47962511058235
"ACCESS-CM2","ssp126",2088,"land_tas",3.09930346405228
"ACCESS-CM2","ssp126",2088,"sst",1.74432897266785
"ACCESS-CM2","ssp126",2089,"global_tas",2.44592803797337
"ACCESS-CM2","ssp126",2089,"land_tas",3.04657013071896
"ACCESS-CM2","ssp126",2089,"sst",1.74664397266785
"ACCESS-CM2","ssp126",2090,"global_tas",2.48816308262739
"ACCESS-CM2","ssp126",2090,"land_tas",3.10100679738559
"ACCESS-CM2","ssp126",2090,"sst",1.74033297266785
"ACCESS-CM2","ssp126",2091,"global_tas",2.4742013908594
"ACCESS-CM2","ssp126",2091,"land_tas",3.03430013071892
"ACCESS-CM2","ssp126",2091,"sst",1.77126963933452
"ACCESS-CM2","ssp126",2092,"global_tas",2.49852664586172
"ACCESS-CM2","ssp126",2092,"land_tas",3.1304367973856
"ACCESS-CM2","ssp126",2092,"sst",1.77816697266785
"ACCESS-CM2","ssp126",2093,"global_tas",2.58666269255597
"ACCESS-CM2","ssp126",2093,"land_tas",3.18668346405227
"ACCESS-CM2","ssp126",2093,"sst",1.81164863933452
"ACCESS-CM2","ssp126",2094,"global_tas",2.46434287159148
"ACCESS-CM2","ssp126",2094,"land_tas",2.97570013071896
"ACCESS-CM2","ssp126",2094,"sst",1.75398530600119
"ACCESS-CM2","ssp126",2095,"global_tas",2.49148195342436
"ACCESS-CM2","ssp126",2095,"land_tas",3.08636013071896
"ACCESS-CM2","ssp126",2095,"sst",1.77192697266785
"ACCESS-CM2","ssp126",2096,"global_tas",2.48061244816504
"ACCESS-CM2","ssp126",2096,"land_tas",3.14273679738561
"ACCESS-CM2","ssp126",2096,"sst",1.72231697266785
"ACCESS-CM2","ssp126",2097,"global_tas",2.34406378805447
"ACCESS-CM2","ssp126",2097,"land_tas",2.84761679738561
"ACCESS-CM2","ssp126",2097,"sst",1.67534963933452
"ACCESS-CM2","ssp126",2098,"global_tas",2.39409292246042
"ACCESS-CM2","ssp126",2098,"land_tas",2.88227013071893
"ACCESS-CM2","ssp126",2098,"sst",1.73925763933452
"ACCESS-CM2","ssp126",2099,"global_tas",2.4090726881912
"ACCESS-CM2","ssp126",2099,"land_tas",2.98342013071893
"ACCESS-CM2","ssp126",2099,"sst",1.70448997266785
"ACCESS-CM2","ssp126",2100,"global_tas",2.45107043205678
"ACCESS-CM2","ssp126",2100,"land_tas",3.07414679738559
"ACCESS-CM2","ssp126",2100,"sst",1.74452163933452
"ACCESS-CM2","ssp245",1850,"global_tas",0.0824812340434089
"ACCESS-CM2","ssp245",1850,"land_tas",0.159690130718957
"ACCESS-CM2","ssp245",1850,"sst",0.055984679738562
"ACCESS-CM2","ssp245",1851,"global_tas",0.0857498530985483
"ACCESS-CM2","ssp245",1851,"land_tas",0.159313464052275
"ACCESS-CM2","ssp245",1851,"sst",0.0431820686274506
"ACCESS-CM2","ssp245",1852,"global_tas",0.046769716341487
"ACCESS-CM2","ssp245",1852,"land_tas",0.048753464052273
"ACCESS-CM2","ssp245",1852,"sst",0.0617508186274505
"ACCESS-CM2","ssp245",1853,"global_tas",0.0890494084250501
"ACCESS-CM2","ssp245",1853,"land_tas",0.16086679738559
"ACCESS-CM2","ssp245",1853,"sst",0.0734209575163403
"ACCESS-CM2","ssp245",1854,"global_tas",0.0923004764620336
"ACCESS-CM2","ssp245",1854,"land_tas",0.152420130718952
"ACCESS-CM2","ssp245",1854,"sst",0.049576263071896
"ACCESS-CM2","ssp245",1855,"global_tas",0.0551946966815914
"ACCESS-CM2","ssp245",1855,"land_tas",0.0706634640522641
"ACCESS-CM2","ssp245",1855,"sst",0.0170237908496724
"ACCESS-CM2","ssp245",1856,"global_tas",0.0465932368835335
"ACCESS-CM2","ssp245",1856,"land_tas",0.0945101307189399
"ACCESS-CM2","ssp245",1856,"sst",0.0209111241830061
"ACCESS-CM2","ssp245",1857,"global_tas",0.128949037049419
"ACCESS-CM2","ssp245",1857,"land_tas",0.185050130718954
"ACCESS-CM2","ssp245",1857,"sst",0.0919498464052281
"ACCESS-CM2","ssp245",1858,"global_tas",0.102916784898677
"ACCESS-CM2","ssp245",1858,"land_tas",0.134343464052279
"ACCESS-CM2","ssp245",1858,"sst",0.0606072908496728
"ACCESS-CM2","ssp245",1859,"global_tas",0.111974430386283
"ACCESS-CM2","ssp245",1859,"land_tas",0.163250130718931
"ACCESS-CM2","ssp245",1859,"sst",0.0711699019607837
"ACCESS-CM2","ssp245",1860,"global_tas",0.0583624904668718
"ACCESS-CM2","ssp245",1860,"land_tas",0.10717679738561
"ACCESS-CM2","ssp245",1860,"sst",0.0226536241830061
"ACCESS-CM2","ssp245",1861,"global_tas",0.0104933470328963
"ACCESS-CM2","ssp245",1861,"land_tas",0.00853346405225847
"ACCESS-CM2","ssp245",1861,"sst",0.00811120751633943
"ACCESS-CM2","ssp245",1862,"global_tas",0.0207039033316316
"ACCESS-CM2","ssp245",1862,"land_tas",0.000323464052257527
"ACCESS-CM2","ssp245",1862,"sst",-0.00546784803921616
"ACCESS-CM2","ssp245",1863,"global_tas",-0.0669894021691751
"ACCESS-CM2","ssp245",1863,"land_tas",-0.0278365359477372
"ACCESS-CM2","ssp245",1863,"sst",-0.0980502647058821
"ACCESS-CM2","ssp245",1864,"global_tas",-0.039911220633428
"ACCESS-CM2","ssp245",1864,"land_tas",-0.0267865359477354
"ACCESS-CM2","ssp245",1864,"sst",-0.0461832647058827
"ACCESS-CM2","ssp245",1865,"global_tas",-0.00844511618205006
"ACCESS-CM2","ssp245",1865,"land_tas",0.0635867973855964
"ACCESS-CM2","ssp245",1865,"sst",-0.0525889869281052
"ACCESS-CM2","ssp245",1866,"global_tas",-0.0981270300531492
"ACCESS-CM2","ssp245",1866,"land_tas",-0.108149869281059
"ACCESS-CM2","ssp245",1866,"sst",-0.0861695147058824
"ACCESS-CM2","ssp245",1867,"global_tas",0.0397730679577346
"ACCESS-CM2","ssp245",1867,"land_tas",0.0736234640522753
"ACCESS-CM2","ssp245",1867,"sst",0.00767245751634004
"ACCESS-CM2","ssp245",1868,"global_tas",0.0167636746988934
"ACCESS-CM2","ssp245",1868,"land_tas",-0.0228832026144043
"ACCESS-CM2","ssp245",1868,"sst",-0.0136160980392152
"ACCESS-CM2","ssp245",1869,"global_tas",0.058747472795062
"ACCESS-CM2","ssp245",1869,"land_tas",0.0317934640522518
"ACCESS-CM2","ssp245",1869,"sst",0.0419894019607848
"ACCESS-CM2","ssp245",1870,"global_tas",0.0588001964396957
"ACCESS-CM2","ssp245",1870,"land_tas",0.0456234640522932
